Sample Name,Sample Description,Sample ID,Run ID,Experiment type,Instrument model,Release version
"Non-tumor DNA sample from antecubital crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451458,SRR919628,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from back of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from back of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451459,SRR919569,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from back of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from back of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451459,SRR919629,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451460,SRR919570,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from external auditory canal of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from external auditory canal of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451460,SRR919630,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from glabella of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from glabella of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451461,SRR919571,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from glabella of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from glabella of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451461,SRR919631,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451462,SRR919572,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451462,SRR919632,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451463,SRR919573,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from hypothenar palm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451463,SRR919633,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451464,SRR919574,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451464,SRR919634,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451465,SRR919575,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from inguinal crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451465,SRR919635,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from manubrium of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from manubrium of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451466,SRR919576,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from manubrium of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from manubrium of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451466,SRR919636,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451467,SRR919577,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451467,SRR919637,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from occiput of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from occiput of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451468,SRR919578,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from occiput of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from occiput of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451468,SRR919638,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451469,SRR919579,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451469,SRR919639,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451470,SRR919580,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from plantar heel of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451470,SRR919640,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451471,SRR919581,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451471,SRR919641,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451472,SRR919582,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451472,SRR919642,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451473,SRR919583,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451473,SRR919643,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451474,SRR919584,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from toeweb of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451474,SRR919644,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS451475,SRR919585,amplicon,454 GS FLX Titanium,2
